FIDC;PL Total;PL Sênior;PL Mezanino;PL Subordinada Jr;Carteira (Direitos Creditórios);Quantidade de Cedentes;Quantidade de Sacados;Caixa/Disponibilidades;Taxa Média;Taxa Ponderada de Cessão;Prazo Médio;Ticket Médio;Retorno Cota Subordinada;Cheques;Duplicata;Duplicata de Serviço Físico;Contrato;Nota Comercial;Confissão de Dívida;Nota Promissória;CCB;Resgates Subordinada Jr.;Resgates Subordinada Mezanino;Resgates Sênior;Liquidado Total (R$);Liquidado Antecipadamente;Liquidado no Prazo;Liquidado Vencido;Entre D1-D5;Entre D1-D15;Entre D6-D15;Entre D16-D30;Acima de D30;Entre D31-D90;Entre D91-D120;Acima de D120;Recompra (R$);Número de Funcionários;Volume Operado;PDD Total;(PDD Total)0-5 dias;(PDD Total)0-15 dias;(PDD Total)0-30 dias;(PDD Total)5-30 dias;(PDD Total)15-30 dias;(PDD Total)30-60 dias;(PDD Total)60-90 dias;(PDD Total)90-120 dias;(PDD Total)120-150 dias;(PDD Total)> 120 dias;(PDD Total)150-180 dias;(PDD Total)180-360 dias;(PDD Total)180-365 dias;(PDD Total)180-999 dias;PDD À Vencer;Vencidos Total;(Vencidos Total)0-5 dias;(Vencidos Total)0-15 dias;(Vencidos Total)0-30 dias;(Vencidos Total)5-30 dias;(Vencidos Total)15-30 dias;(Vencidos Total)30-60 dias;(Vencidos Total)60-90 dias;(Vencidos Total)90-120 dias;(Vencidos Total)120-150 dias;(Vencidos Total)> 120 dias;(Vencidos Total)150-180 dias;(Vencidos Total)180-365 dias;(Vencidos Total)180-999 dias;Concentração Top 10 Cedentes (R$);Cedente 1;Cedente 2;Cedente 3;Cedente 4;Cedente 5;Cedente 6;Cedente 7;Cedente 8;Cedente 9;Cedente 10;Concentração Top 10 Sacados (R$);Sacado 1;Sacado 2;Sacado 3;Sacado 4;Sacado 5;Sacado 6;Sacado 7;Sacado 8;Sacado 9;Sacado 10;Subordinação (%);Subordinação Jr (%);PDD Total (PL%);Vencidos Total (PL%);Concentração Maior Cedente (PL%);Concentração Maior Sacado (PL%);Concentração 10 Maiores Cedentes (PL%);Concentração 10 Maiores Sacados (PL%);Recompra (PL%);Volume Operado (PL%);Caixa/Disponibilidades (%PL);Liquidados Total (PL%);Duplicata (PL%)
IOX;790943898.03;516978958.92;66580879.36;207384059.75;779113399.06;269.0;4243.0;14734643.69;0.025111442516394;;38.0;43673.74376089244;0.0752211292886619;10812698.52;615145334.910001;;94307153.87000008;41074091.17999999;0.0;0.0;14701688.28;;;;;;;;;;;;;;;;4117159.99;;332478081.1900004;12211003.840000002;;;1558846.529999999;;;2285972.359999999;3295371.480000001;1535651.39;;1430381.7299999995;;;;;2104780.350000002;60583551.93000004;;;34843495.72000003;;;12947445.930000007;9299298.030000005;2062930.4700000004;;1430381.779999999;;;;180685707.51;21472873.06999999;20838579.520000003;19451968.53;18713158.37;18685813.370000005;18523045.92;16358795.73;16157995.319999997;15322214.329999994;15161263.349999998;125594895.57999995;19293735.23;19015234.749999985;16417477.56;13207724.239999993;12793520.189999998;10584053.239999998;9070975.35;8692204.34;8474048.770000001;8045921.909999998;34.637720803253316;26.21981916372709;1.5438520823555106;7.659652230821325;2.714841485405269;2.4393304351996155;22.844313984851894;15.879115559626737;0.520537550166907;42.035608596020765;1.8629189411157356;;77.77357363046107
MATRIZ;123426716.99;49101719.96;17950720.23;56374276.8;122366529.97;331.0;8131.0;7488813.48;0.024676441917649;;31.0;3961.800867551629;-0.0055760687944157;8191139.910000011;108808811.33999962;;0.0;4289482.68;247300.0;0.0;829796.4400000001;;;;62193212.99999983;6656741.510000005;26797814.450000044;;;24323128.82999996;;3560831.41;;772417.6400000001;41830.4;40448.76;3457950.980000001;;58610214.22000007;5380612.770000001;;;694680.6000000003;;;219787.9100000001;172855.20000000007;247005.8400000001;;2273096.17;;;;;1773187.0500000005;16218816.030000009;;;12338907.630000006;;;946400.96;373711.66000000015;286699.3800000002;;2273096.4;;;;45785374.55;9679823.29999999;9261982.599999994;4944042.259999984;4429663.700000005;3877683.5499999984;3872099.5300000007;2784180.72;2555944.34;2262169.9200000013;2117784.63;14529318.1;2555944.34;2043583.0600000003;1913151.73;1435806.38;1256711.11;1172033.9300000002;1150431.54;1040297.98;1009288.72;952069.31;60.21791621989087;45.674290117080105;4.359358250155789;13.140441895828806;7.842567262632649;2.0708193512163837;37.09518949103177;11.77161513675938;2.8016227477557902;47.48584070720172;6.067416895328053;50.38877685212895;88.15661146428717
MULTIASSET;309910255.47;73989922.02;71937615.27;163982718.18;268923727.08000004;103.0;10149.0;1228.49;;0.0206;156.074771244808;1676.81026351364;0.0166806954431213;865878.8026639554;268057848.2773361;;0.0;;;0.0;;110000.0;2000000.0;-4833012.35;68949723.40999995;19367986.419999924;19299802.08;30281934.910000037;14727539.170000007;;11189558.250000022;2509570.5300000007;1855266.9600000004;;;;4067064.65;;61068208.2;8915592.22;;;;;;;;;;;;;;;;24033595.05;;;;;;;;;;;;;;50205254.06;9723831.62;6667943.640000001;5596637.920000001;5214049.779999999;4707387.9;4031476.07;3947137.35;3712239.9;3432589.7100000028;3171960.17;89924425.16000001;17366874.36;10567033.21;10035123.0;9279351.43;8456427.0;7237733.5;7010050.67;6818869.87;6800505.87;6352456.25;76.12537155061575;52.91296925018148;2.8768303283409895;7.755017662629917;3.137628216030846;5.603839838621007;16.199933101232908;29.01627925272221;1.3123362580667164;19.705126604276423;0.0003964018545100779;22.248287106676415;86.49531390008636
MULTIPLIKE;1153360573.07;691101023.13;230525022.93;231734527.01;1085454763.88999;;;4937598.22;0.0218;;84.62;;0.037134;36996228.17000005;514343361.6300034;;95851500.1899994;;;;;;;;475934307.9300301;;;;;;;;;;;;8259523.179999999;302.0;450085193.95;404920.38;0.0;;;240166.55;;164753.83;0.0;0.0;;0.0;;;;;;38723662.830000006;32749437.92;;;5700520.67;;273704.24;0.0;0.0;;0.0;;;;267040450.86;40352833.07;33049385.43;29065860.1;28667866.38;28415152.32;25806611.76;21522114.06;21374049.55;20902835.21;17883742.98;164834152.82;28667866.38;20902835.21;19512628.14;18891308.18;15220674.76;13766116.74;12827171.33;12460642.42;12131457.73;10453451.93;40.079361193140464;20.09211450614894;0.03510787428099681;3.35746372246156;3.4987179215420348;2.485594448897473;23.153249477671604;14.291641024388985;0.7161267146504678;39.023806124390845;0.42810534149413193;41.265005848361405;44.595191966804535
NOVACAPITAL;138360220.11;68452429.6;29851996.36;40055794.15;118475294.27;309.0;5661.0;18722154.44;0.0246149130910678;;24.0;4402.158605135069;0.0323666994554441;30000.0;118445294.54000016;;0.0;0.0;0.0;0.0;0.0;;;;67389065.69999959;8371618.439999999;43288259.8;;;12178098.06;;2307883.13;;1235216.86;0.0;7989.410000000001;2294761.740000001;;69199333.28000021;1877920.2700000007;;;77015.89000000007;;;86574.73;179177.93000000008;77911.38999999998;;1269317.8100000003;;;;;187922.52000000048;7574947.770000001;;;5245102.720000001;;;524515.1100000001;431218.4900000001;104793.59;;1269317.8600000003;;;;33939884.96;6231146.209999999;4087211.08;3988843.289999997;3489130.4000000004;3411531.19;3073667.16;3067558.76;2427165.94;2146315.4399999995;2017315.489999996;19696023.85;5209870.569999999;3793593.62;2153006.53;1489755.65;1314313.78;1211336.88;1201849.08;1140462.87;1126670.0099999998;1055164.86;50.5259318425639;28.95036891250577;1.3572689234716486;5.474801763091818;4.503567719859128;3.76543963709946;24.530088874545662;14.235322720895605;1.6585415505812329;50.013893606836504;13.531457542576469;48.70552073885363;85.60646582220889
ONE7;269141139.39000005;150103409.10000002;21786830.9;97250899.39;253038281.6500001;770.0;6628.0;;0.0259935123758811;;24.0180995925457;11260.14792711309;0.0275481521740381;4396575.760000001;181973239.83000013;58359151.74999998;2699843.15;;5609471.16;;;;;;;;;;;;;;;;;;21087945.81;130.0;;13223513.569999997;;339515.0599999999;;;152473.94999999992;505945.7899999999;879825.7999999995;1419809.2700000005;2232206.7999999984;;788955.2500000001;3690541.810000001;;;3214239.839999997;6965841.000000001;;2513221.0300000003;;;2049044.4400000004;1408191.8099999996;1689949.5099999984;;;;;;;54340717.06;9296203.430000003;6879138.830000003;6772842.95;6463674.339999998;5579716.54;4306481.640000002;4065249.739999996;3861376.409999999;3820346.59;3295686.5899999985;30717387.87;5030894.790000001;3907863.0599999977;3892230.119999999;2722876.43;2680128.5;2672540.93;2554390.27;2528164.11;2368901.329999998;2359398.33;44.22873833401882;36.13379196150247;4.913226420892278;2.5881740026024493;3.454025442215767;1.8692403552286234;20.190416516464758;11.413115044255218;7.8352740342094;;;;67.61256946538785
ONIX;63354250.4126065;28935933.132633846;15920663.149998978;18497654.1299737;57762902.28;96.0;3959.0;2264404.61;0.0349;0.0237;33.0;5817.456094069529;0.0093;0.0075292805354155;0.9742517196504926;;0.0;;;0.0182189998140918;;5000.0;45000.0;;;;;;;;;;;;;;4826463.83;;38323994.93;1367117.03;;;;;;;;;;;;;;;;4821290.65;;;;;;;;;;;;;;20608567.98;2907568.76;2501845.6699999995;2251024.099999999;2010381.76;1977401.4;1847777.9699999995;1820858.5400000007;1812716.28;1749995.8500000015;1728997.6499999997;14205164.15;2907568.76;2251024.099999999;2008785.65;1425462.63;1068083.5;992000.6;987790.38;987424.28;792406.3899999999;784617.86;54.3267690104719;29.197179367610282;2.157893150177601;7.610050815218294;4.589382308312245;4.589382308312245;32.52910080347067;22.42180131165027;7.618216297354549;60.49159240367893;3.5741952517039315;;1.5377843054025493e-06
PAGOL;62087269.07000001;12645528.48;0.0;49441740.59;70636091.23;2.0;6777.0;3092336.25;;0.0364378;286.71492553;305.99644447;0.01432789;0.0;0.0;;0.0;;;;70636091.23;0.0;0.0;;;2200600.16;39811.33;;819024.24;;90969.41;35797.77;141606.83;;;;0.0;;2688724.63808055;11610170.04;;;;;;;;;;;;;;;;4816328.27;;;;;;;;;;;;;;59025920.31;40991953.77;18033966.54;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;797779.75;154941.62;87409.81;77328.83;76484.08;73494.97;69255.72;66432.98;64742.86;63847.9;63840.98;79.63265469811071;79.63265469811071;18.699759570533157;7.757352420461354;66.02312258859995;0.24955457426435002;95.06928102031915;1.2849329048448674;0.0;4.330557098668907;4.980628551263157;;0.0
PHD;174736645.5;103661829.58;35430531.24;35644284.68;171152738.63000098;156.0;6462.0;5655839.97;0.022766571074404;;118.7507006954283;;0.02655;4294003.359999997;111901453.80999996;25783710.429999955;8821337.669999998;5698752.959999999;0.0;;11516515.629999995;0.0;0.0;3698610.6;76457817.60999998;;;;;;;;;;;;2071195.7;;89413798.09000008;3136964.770000002;;;;;104084.7800000012;121222.8400000073;45645.72000000067;12383.97000000067;9964.22000000067;;116521.61000000128;;2297882.749999989;;331752.5299999998;16626672.600000136;;;;;3880733.3100000136;705103.620000001;99165.33999999984;15896.790000000969;9964.220000002531;;116521.61999999918;2297882.9299999885;;72827183.91999999;11662883.949999994;11516515.629999995;7348721.020000013;7292035.48999999;7195983.490000001;6788428.100000003;5788012.170000002;5424961.009999997;4955392.280000001;4854250.779999999;30222632.64;4758843.159999996;3350592.5;3054547.81;3011580.4000000013;2943054.4899999998;2912823.479999999;2761468.35;2714173.58;2699931.5200000005;2015617.3500000008;40.675392226183035;20.39886056986255;1.7952529425202923;9.515275145876677;6.674549529451733;2.723437402831449;41.67825455937346;17.296104405300603;1.185324174029654;51.17060467433552;3.2367795283102194;43.756029189652715;64.04006068091765
RAIZES;174081156.04999995;90319805.04;31727909.309999995;52033441.699999966;157219937.36999995;183.0;2967.0;17480784.94;0.0308363389802295;;67.88202544012313;;0.0108;1405702.23;94463480.11000074;;16909303.650000006;;284240.10000000003;0.0;9769954.269999994;;;;;;;;;;;;;;;;8462046.659999996;;59511874.339999855;12929508.699999996;;;;;;;;;;;;;;;5384691.790000002;19964347.970000003;;9460797.910000004;;;2179994.420000001;1857979.730000001;1017827.1500000008;1147615.3299999998;702364.4799999993;;588720.5300000001;;3009048.4199999976;53214124.44999999;9769954.269999994;8298889.740000003;7288870.519999993;6868815.34;4180223.33;3670101.36;3609716.67;3230200.76;3160057.03;3137295.43;38059108.29;9537532.09;4101906.580000002;3857034.270000001;3222036.2099999995;3160057.03;3011781.0700000003;2922331.15;2839444.679999999;2822718.24;2584266.97;48.11626537334222;29.890335565702937;7.427287934764378;11.468414171299392;5.612298592039363;5.478784899188405;30.568572531030135;21.862853598621886;4.860977978322657;34.18628166905482;10.041744515402423;;54.264046869535235
SIFRAPLUS;953596167.46;545882138.81;110691423.33;297022605.32;801020151.94;324.0;8925.0;153692368.96;;0.02563886;;15867.70219108;0.01512575;0.0;720616865.0566539;;9758355.909195377;2594752.588380761;;;;0.0;0.0;;;38434866.89;150924899.19;;230582333.59;;65293770.28;9945940.88;3170111.46;;;;1272107.03;;416994651.38;17971672.91;;;;;;;;;;;;;;;;61706098.25;;;;;;;;;;;;;;291797790.27;53706560.17;39760819.12;38457145.96;29432594.21;28759163.29;22537332.6;21511844.59;20490488.88;19988323.58;17153517.87;139661313.13;26949091.74;22535861.54;13770087.19;13250340.61;12103303.39;11327075.43;10721783.13;9908112.61;9708250.02;9387407.47;42.75541812798887;31.147629935547013;1.8846209247955947;6.470883625126183;5.632002518744686;2.8260486629032533;30.59972347070489;14.645750255268123;0.13340102167025125;43.72864170487466;16.11713366774273;;75.56834744586797
SIFRASTAR;1211330151.81;756763978.37;81460131.86;373106041.58;1153635896.55;363.0;6547.0;126901902.31;;0.0259742883649013;70.32043009302089;38468.000089189765;0.017638;123498.55944398968;349334680.7257225;;33503354.420068685;693611349.338103;;;;;;;;;;;;;;;;;;;440143.8499999999;;487827166.4200019;47300001.98;;;;;;;;;;;;;;;;90991012.75;;;;;;;;;;;;;;416678792.09;67065545.62;60919253.39;56149040.27;44815404.52;41486594.97;34921824.47;31924937.52;28907022.4;26148965.68;24340203.25;402437648.57;67065545.62;63594968.14;56149040.27;44815404.52;41486594.97;34921824.47;28907022.4;26148965.68;20331096.06;19017186.44;37.52619983583962;30.801350154001828;3.9047985315418052;7.511660847708525;5.536520784180017;5.536520784180017;34.39844962724556;33.22278802097575;0.03633558112479293;40.272023749353416;10.476243996765042;;28.83893216095858
